relpath,edge_pixels,max_area,circularity,solidity,std_intensity,num_crack_contours,label
Cracked\damaged_118.jpg,5084,7519.5,0.6185238872698574,0.934447620231142,42.99122810842346,26,1
Cracked\damaged_119.jpg,15926,3407.0,0.8700964234476798,0.9805727442797525,58.54454439624046,100,1
Cracked\damaged_12.jpg,1861,117.0,0.0009307306121891008,0.0024464448138506413,26.69651607127112,23,1
Cracked\damaged_120.jpg,7944,175.0,0.0006611701246709761,0.0019128505298595967,44.21697607877527,179,1
Cracked\damaged_121.jpg,6731,255.0,0.0016019549918988745,0.004323059709083511,42.8554041462513,77,1
Cracked\damaged_122.jpg,3382,214.0,0.6751342628099294,0.9406593406593406,46.832608673040646,53,1
Cracked\damaged_123.jpg,8877,414.5,0.0004504757593292808,0.0019083793738489871,50.222504805504244,149,1
Cracked\damaged_124.jpg,4620,138.5,0.0017581283728935594,0.004071972481110164,57.946815507467434,27,1
Cracked\damaged_125.jpg,3869,51368.0,0.8715505162391057,0.9903601449834194,49.18724055742247,27,1
Cracked\damaged_126.jpg,3312,82.5,0.0018505495781434118,0.005211129709755866,25.55519567844321,56,1
Cracked\damaged_127.jpg,6500,169.0,0.031171034991440586,0.32657004830917874,62.54721096909143,65,1
Cracked\damaged_128.jpg,7566,158.5,0.4547117619952005,0.8170103092783505,43.88148675360336,142,1
Cracked\damaged_129.jpg,7450,3247.5,0.435808709807278,0.7918800292611559,49.928203647631506,33,1
Cracked\damaged_13.jpg,2406,205.5,0.0008011247130337438,0.0032153837728734263,67.93124266441222,7,1
Cracked\damaged_130.jpg,6449,180.0,0.0009274721565602342,0.0025336232924434684,45.119355426099396,64,1
Cracked\damaged_131.jpg,7036,171.0,0.001020003981083603,0.003678526868304436,49.61278615500542,125,1
Cracked\damaged_132.jpg,19,4.0,0.04623992737770323,0.1509433962264151,49.71015778427952,1,1
Cracked\damaged_133.jpg,5838,212.5,0.0013509797741738747,0.0034816374345656965,41.35125442130357,38,1
Cracked\damaged_134.jpg,6451,70956.5,0.8728305391070891,0.9952032651458306,44.5541664109189,48,1
Cracked\damaged_135.jpg,4429,205.0,0.0006330661605068017,0.0019217248652449027,37.63065428023392,43,1
Cracked\damaged_136.jpg,4537,250.0,0.0006634157694737141,0.001986949714276631,48.76351243058618,18,1
Cracked\damaged_137.jpg,5662,200.5,0.0011846882194162414,0.0028343228724908116,48.828304344303426,45,1
Cracked\damaged_138.jpg,7961,47418.5,0.8846686676547367,0.9944946624441602,40.65613531471446,52,1
Cracked\damaged_139.jpg,5920,174.0,0.0026562759295476047,0.013367135284627794,36.71242417690151,162,1
Cracked\damaged_14.jpg,2360,146902.5,0.48874041846477284,0.879373973008647,60.09858777003616,3,1
Cracked\damaged_140.jpg,7807,791.0,0.5557288807174937,0.8917700112739572,50.88734223836305,85,1
Cracked\damaged_141.jpg,10269,193.5,0.0009398444867186715,0.0030980323091948318,52.16255309690194,96,1
Cracked\damaged_142.jpg,9554,216.5,0.008536434141420982,0.12173179645768907,38.825758740581755,140,1
Cracked\damaged_143.jpg,4975,384.5,0.0006004363903964985,0.003657567931357581,53.76414290083822,28,1
Cracked\damaged_144.jpg,9012,223.0,0.005603894651825334,0.08280727812848125,31.71242848669741,139,1
Cracked\damaged_145.jpg,6618,158.0,0.005572191165672408,0.07684824902723736,48.69057952765509,84,1
Cracked\damaged_146.jpg,4277,108.5,0.0016903851992012213,0.004658451762483363,42.74963824018005,48,1
Cracked\damaged_147.jpg,2729,89.0,0.0013054914789346341,0.004174777775171799,32.53984080112803,25,1
Cracked\damaged_148.jpg,7635,346.5,0.0005603393768735674,0.0031486403598446127,51.22839697288443,53,1
Cracked\damaged_149.jpg,4797,102.5,0.0015219256520785682,0.00355952215585498,39.511868278209256,32,1
Cracked\damaged_15.jpg,5722,208.5,0.0011788536337048459,0.005523837278615994,27.693531947279602,52,1
Cracked\damaged_150.jpg,6277,160.0,0.0024977627759885474,0.007617777989382722,43.882355630678745,110,1
Cracked\damaged_151.jpg,30024,599.0,0.004787703923376745,0.15178005827948815,45.959997161318405,370,1
Cracked\damaged_152.jpg,6637,37573.0,0.8692403628414975,0.9939289729515244,40.1694223838002,59,1
Cracked\damaged_153.jpg,2411,193.5,0.0008078040143291588,0.0018453879606317235,42.54755089747626,7,1
Cracked\damaged_154.jpg,5037,258.5,0.002368255037682074,0.009763190693809721,71.490484229208,21,1
Cracked\damaged_155.jpg,3293,26.0,0.5605725790705786,0.8125,64.36128987785496,42,1
Cracked\damaged_156.jpg,7150,17601.5,0.5399129195421285,0.8520427921386388,30.15186343813544,92,1
Cracked\damaged_157.jpg,19516,337.0,0.0006531882340087258,0.0032715429159446458,49.49635882082023,282,1
Cracked\damaged_158.jpg,8270,77329.5,0.3666778279125706,0.7739606061212643,64.23105121266349,85,1
Cracked\damaged_159.jpg,7684,845.0,0.6487035030324176,0.9526493799323562,73.40096988537069,85,1
Cracked\damaged_16.jpg,2097,215.0,0.0008750400105517769,0.001984227697049961,33.41784044012855,19,1
Cracked\damaged_160.jpg,2006,96.0,0.014325622449863287,0.05885959534028203,31.748774835002653,55,1
Cracked\damaged_161.jpg,4932,72405.0,0.8579658001005983,0.9918357282776948,27.96147824510058,75,1
Cracked\damaged_162.jpg,10713,282.5,0.7667943360652097,0.9247135842880524,38.45017166339018,200,1
Cracked\damaged_163.jpg,21165,331.5,0.0006003462982738538,0.00467118519875435,36.14390905537606,341,1
Cracked\damaged_164.jpg,3205,58.5,0.013490262324578329,0.12607758620689655,82.93588127208872,45,1
Cracked\damaged_165.jpg,15327,1762.0,0.2666421000714327,0.8547174387581857,50.22241012957159,168,1
Cracked\damaged_166.jpg,62152,184.0,0.008981507767763582,0.11074330424315378,58.44488825388247,889,1
Cracked\damaged_167.jpg,9008,378.0,0.0010631368831644573,0.011576448970216676,27.52570014709541,188,1
Cracked\damaged_168.jpg,8212,6871.5,0.44136360128433894,0.8755176148308594,20.739087054576228,150,1
Cracked\damaged_169.jpg,9066,313.5,0.001604175487016114,0.005955377411357959,59.35084693501005,78,1
Cracked\damaged_17.jpg,9981,1133.5,0.025778763184377034,0.11915273835803637,52.099504575704245,99,1
Cracked\damaged_170.jpg,107610,327.5,0.03536058146317038,0.353099730458221,38.33681706723443,1397,1
Cracked\damaged_171.jpg,25706,263.5,0.03402713117830837,0.2526366251198466,43.01024720161373,410,1
Cracked\damaged_172.jpg,24434,83958.5,0.3375726626044365,0.9143565030357483,36.91059071087208,353,1
Cracked\damaged_173.jpg,4532,30549.0,0.7185551079997731,0.9657777848031235,40.991401351727056,29,1
Cracked\damaged_174.jpg,10393,281.0,0.0003736271077367132,0.0030762830618321947,27.966330003516777,236,1
Cracked\damaged_175.jpg,91224,808.0,0.0647327245354809,0.36718927516473526,43.29287003917833,1236,1
Cracked\damaged_176.jpg,10717,371.5,0.0017694199448011943,0.01373966751114152,30.427244207947915,210,1
Cracked\damaged_177.jpg,22644,431.5,0.02130087327480661,0.1708910891089109,42.97166508580526,350,1
Cracked\damaged_178.jpg,4513,195.5,0.0009326843587043676,0.0048111234157745784,99.01579744366302,46,1
Cracked\damaged_179.jpg,8152,1387.5,0.5912710074984304,0.9315206445115811,17.873005983171325,150,1
Cracked\damaged_18.jpg,1864,118.5,0.0015545351680413253,0.007585456407630265,83.31961610783753,19,1
Cracked\damaged_180.jpg,11501,848.0,0.25737199103859293,0.8416873449131513,43.96932001783613,83,1
Cracked\damaged_181.jpg,10404,98.5,0.0010946766443123285,0.008479683195592287,85.86318329185788,123,1
Cracked\damaged_182.jpg,25919,24866.5,0.7400984834684177,0.9817209182968476,54.3829141466322,317,1
Cracked\damaged_183.jpg,47765,987.5,0.36086660785181734,0.6843381843381844,48.31849258910363,425,1
Cracked\damaged_184.jpg,4679,202.0,0.0007014405042635332,0.002624586660083545,41.36787035587927,19,1
Cracked\damaged_185.jpg,4486,206.5,0.0002741377538257775,0.0011062717303375602,79.641530277838,18,1
Cracked\damaged_186.jpg,37138,182.0,0.0016510279575735417,0.020251474351841547,49.92937841874487,340,1
Cracked\damaged_187.jpg,12483,222.5,0.0005751233279610032,0.002415432715272048,96.09778617059801,119,1
Cracked\damaged_188.jpg,34011,918.5,0.2859915368980822,0.6352005532503457,45.93964360253703,369,1
Cracked\damaged_189.jpg,42834,569.5,0.3862144387190502,0.8153185397279885,52.674977392837064,396,1
Cracked\damaged_19.jpg,20445,217.5,0.6736137264978233,0.9216101694915254,40.79990317398417,376,1
Cracked\damaged_190.jpg,7880,217.5,0.0015727737595664902,0.010193799357907811,23.397822795991164,173,1
Cracked\damaged_191.jpg,78997,2069.5,0.00415634602426353,0.28114386632251054,53.67819541839031,1177,1
Cracked\damaged_192.jpg,3630,157.0,0.001570959148017206,0.0034958417296623284,64.74810925793489,32,1
Cracked\damaged_193.jpg,5501,944.5,0.16238958094690073,0.6334674714956405,41.75043423385737,82,1
Cracked\damaged_194.jpg,20103,377.0,0.0797278953150152,0.42598870056497173,72.30884428105455,316,1
Cracked\damaged_195.jpg,3542,181.5,0.0016826892109220606,0.0057527733755942945,32.921953429932664,51,1
Cracked\damaged_196.jpg,111333,594.0,0.00142479371303983,0.03559550561797753,41.71625220381485,1574,1
Cracked\damaged_197.jpg,11018,550.0,0.020715706555947334,0.08286252354048965,24.294530489440017,198,1
Cracked\damaged_198.jpg,19044,19196.0,0.45151670487315,0.8953567014156114,33.711707579550904,319,1
Cracked\damaged_199.jpg,40855,521.0,0.21130117727432782,0.7496402877697842,49.70272109727313,360,1
Cracked\damaged_2.jpg,10468,276.5,0.000725684408650278,0.0034330341068524108,46.9707377971875,145,1
Cracked\damaged_20.jpg,2526,18365.5,0.765874801950394,0.9788668585438652,20.854133064317757,43,1
Cracked\damaged_200.jpg,101572,653.5,0.009238514827610933,0.1461151481274455,44.69840305126491,1605,1
Cracked\damaged_201.jpg,151591,1355.0,0.005279458800182419,0.184416468186458,39.37754550270323,2077,1
Cracked\damaged_202.jpg,5045,5983.5,0.6151904592410357,0.9403583215464404,12.372036748562197,79,1
Cracked\damaged_203.jpg,35860,261.5,0.016446082119049354,0.1446749654218534,62.54150112759711,536,1
Cracked\damaged_204.jpg,4210,402.0,0.0005336939843787019,0.0024033216056818826,33.00731037439356,61,1
Cracked\damaged_205.jpg,6304,1579.0,0.23109973326061395,0.9215056901079661,84.20957051412867,52,1
Cracked\damaged_206.jpg,18192,14443.5,0.5119447362996208,0.9127014218009478,37.32980372997189,285,1
Cracked\damaged_207.jpg,11532,513.5,0.6221688254464374,0.9169642857142857,21.26664292254758,215,1
Cracked\damaged_208.jpg,3592,174.5,0.0007519751138668465,0.0024405082410858515,94.3907352640415,36,1
Cracked\damaged_209.jpg,34522,50802.0,0.6533510435477021,0.9762199867408411,50.896256359825415,281,1
Cracked\damaged_21.jpg,3222,410.0,0.5820616715409702,0.8961748633879781,45.145458335564676,41,1
Cracked\damaged_210.jpg,4813,9113.0,0.5674208044748801,0.8940010791190465,19.332651853855722,72,1
Cracked\damaged_211.jpg,30416,403.5,0.07853746594643239,0.4233997901364113,45.07059167179808,263,1
Cracked\damaged_212.jpg,35460,706.5,0.0028617782409570925,0.0270741521364246,44.8364417929534,558,1
Cracked\damaged_213.jpg,8277,45442.5,0.8372187259333574,0.9859407036157125,22.516764113520455,184,1
Cracked\damaged_214.jpg,8582,20144.0,0.63424788912424,0.9170118814585515,25.284662775536532,142,1
Cracked\damaged_215.jpg,4518,463.5,0.0006803894229110867,0.004204329506955058,99.23428808425174,41,1
Cracked\damaged_216.jpg,2965,1164.0,0.22191797373637512,0.5313855284181693,95.89390003010828,9,1
Cracked\damaged_217.jpg,4429,957.0,0.2966674498503117,0.7812244897959184,19.491190149198747,80,1
Cracked\damaged_218.jpg,20653,735.0,0.5797005633504847,0.8724035608308606,46.00999717415858,241,1
Cracked\damaged_219.jpg,23799,347.0,0.0005966033262171432,0.003257588914809825,56.39654665225763,122,1
Cracked\damaged_22.jpg,15294,2982.5,0.7283967670329242,0.948481475592304,39.21606395211302,220,1
Cracked\damaged_220.jpg,2940,281.0,0.0005337853031226842,0.0019079693366920835,32.15966823844051,43,1
Cracked\damaged_221.jpg,16066,263.5,0.1840652162522935,0.5057581573896354,30.459452902795782,287,1
Cracked\damaged_222.jpg,231083,1084.5,0.0011691999089213734,0.05601032924467398,46.139174120832614,3353,1
Cracked\damaged_223.jpg,2421,102.0,0.0005106177176189904,0.0018682687376364569,81.43088761780346,15,1
Cracked\damaged_224.jpg,51566,369.5,0.011854329509810128,0.11390258939580765,34.48123047505561,792,1
Cracked\damaged_225.jpg,3617,1264.0,0.5241347056088754,0.9510910458991723,55.302411096741196,26,1
Cracked\damaged_226.jpg,12050,7223.5,0.30583108553350424,0.784140251845419,22.066857660295884,199,1
Cracked\damaged_227.jpg,5640,171.5,0.0011105321616141333,0.002591691475375153,33.47838370176317,86,1
Cracked\damaged_228.jpg,3044,122.5,0.0011570545821819912,0.005511687026163641,73.03826248015078,25,1
Cracked\damaged_229.jpg,8950,290.5,0.845756420429251,0.9667221297836939,26.853905133798662,123,1
Cracked\damaged_23.jpg,3262,454.0,0.000743847172167201,0.0036335260809540007,48.7419469382733,10,1
Cracked\damaged_230.jpg,26561,365.5,0.24244340982938614,0.6706422018348623,42.35063957922508,370,1
Cracked\damaged_231.jpg,9831,2074.0,0.5195846706450026,0.8949298813376483,28.731766323730337,137,1
Cracked\damaged_232.jpg,100251,727.5,0.0035510560867929313,0.09847049269085002,56.07847141483793,1409,1
Cracked\damaged_233.jpg,3387,136.0,0.001453424302096172,0.01109117599086609,24.214434539533393,91,1
Cracked\damaged_234.jpg,41825,2749.0,0.746539015758908,0.9760340848570921,38.87078889161171,613,1
Cracked\damaged_235.jpg,36193,234.5,0.08850730452917846,0.5159515951595159,63.58243301642378,497,1
Cracked\damaged_236.jpg,7819,195.0,0.0008326523215316377,0.003759217311677671,37.298195057856205,134,1
Cracked\damaged_237.jpg,151221,1981.5,0.000680304628152526,0.04756361017762842,40.74770750125596,2211,1
Cracked\damaged_238.jpg,49361,33037.0,0.6650009094346608,0.9058926759713729,50.789742138779374,377,1
Cracked\damaged_239.jpg,7617,226.0,0.567055293665766,0.888015717092338,19.10741720157912,159,1
Cracked\damaged_24.jpg,2657,293.0,0.0004514931281110761,0.0011383791113260952,55.01863606003506,8,1
Cracked\damaged_240.jpg,12627,167.5,0.0007841773529071349,0.002921401226116455,62.06581980649288,68,1
Cracked\damaged_241.jpg,21523,327.0,0.5475791337865843,0.9383070301291249,42.46081586295653,318,1
Cracked\damaged_242.jpg,12749,409.0,0.0007699297439679454,0.004373092118276638,71.15808862375309,124,1
Cracked\damaged_243.jpg,2190,96.5,0.018523173640343837,0.13707386363636365,71.79306065007775,28,1
Cracked\damaged_244.jpg,22534,346.5,0.00377123243999129,0.03626753192380155,42.773628466417826,320,1
Cracked\damaged_245.jpg,2354,205.0,0.001331808709340408,0.0033878137859232205,53.50143203059502,14,1
Cracked\damaged_246.jpg,29482,352.0,0.0029764652187114224,0.03703898563687063,49.77802446563575,230,1
Cracked\damaged_247.jpg,7090,348.5,0.3765718906510133,0.803921568627451,31.959440360661297,109,1
Cracked\damaged_248.jpg,21408,19672.5,0.24027623133534687,0.7412256739699704,25.368367084619887,395,1
Cracked\damaged_249.jpg,2302,107.0,0.002991171578315801,0.007063871926060406,99.26909436478014,5,1
Cracked\damaged_25.jpg,11400,3832.0,0.6991004646766137,0.9385255939260347,33.41626141702727,207,1
Cracked\damaged_250.jpg,16387,203.0,0.00084513870197947,0.0059315100514259,65.62962945557884,260,1
Cracked\damaged_251.jpg,26771,316.0,0.0005471011438892943,0.004052451027539996,53.09896935241875,193,1
Cracked\damaged_252.jpg,4459,343.5,0.0005278585970567855,0.0017982127806599206,43.923526823966895,29,1
Cracked\damaged_253.jpg,16216,220.0,0.000698349031213395,0.0035025154429089984,37.09387031470764,240,1
Cracked\damaged_254.jpg,8782,302.5,0.0012842880236030364,0.006647694184091683,38.55380750864172,53,1
Cracked\damaged_255.jpg,37258,345.5,0.015227194281457874,0.09204742240575463,46.468158655495245,277,1
Cracked\damaged_256.jpg,50865,575.0,0.001121517714829391,0.024999456533553618,51.34971630176619,490,1
Cracked\damaged_257.jpg,114155,1354.0,0.026946159474535925,0.31183786273606634,50.11276126204861,1613,1
Cracked\damaged_258.jpg,46758,1588.5,0.16236321795960817,0.5422427035330261,49.74520778693762,562,1
Cracked\damaged_259.jpg,23394,1341.0,0.09968133084281502,0.5946784922394679,54.515898243884976,310,1
Cracked\damaged_26.jpg,4065,187.0,0.0028318594069946202,0.025522041763341066,64.08768088193878,32,1
Cracked\damaged_260.jpg,176383,2037.5,0.008210307380222041,0.2759718271705269,46.006286332628896,2736,1
Cracked\damaged_261.jpg,43915,821.5,0.35727917629854417,0.8953678474114442,40.84128547018306,401,1
Cracked\damaged_262.jpg,107144,15473.0,0.15490310527517803,0.7483193886927504,51.40317355314155,1477,1
Cracked\damaged_263.jpg,76271,15564.5,0.8167973377430812,0.9811207766011094,34.29766264153433,1830,1
Cracked\damaged_264.jpg,34555,510.0,0.6108803710406837,0.8629441624365483,62.71801050147663,470,1
Cracked\damaged_265.jpg,27580,272.5,0.4558776838650055,0.8462732919254659,51.68673813465421,523,1
Cracked\damaged_266.jpg,44040,228.0,0.23435895395999967,0.7414634146341463,27.47681813499636,1098,1
Cracked\damaged_267.jpg,161675,1544.0,0.008717206239812016,0.15383848951327653,50.39553720501217,2365,1
Cracked\damaged_268.jpg,164906,1175.0,0.005327110276220781,0.15855880170029013,43.9643506054617,2290,1
Cracked\damaged_269.jpg,81467,937.5,0.2746882067227032,0.7099583491101855,43.628677395624194,1030,1
Cracked\damaged_27.jpg,13823,4146.0,0.533389521703081,0.8926687479814834,42.55772705889965,189,1
Cracked\damaged_270.jpg,43574,751.0,0.3552233610208616,0.9064574532287266,52.57951112888989,473,1
Cracked\damaged_271.jpg,59180,344.5,0.0029802366080716614,0.009175900277008311,48.55278639964851,1278,1
Cracked\damaged_272.jpg,42204,338.5,0.1072217013248403,0.47177700348432056,50.23005561605579,527,1
Cracked\damaged_273.jpg,105590,956.5,0.004864678575851132,0.12987101154107264,47.78522646960184,1412,1
Cracked\damaged_274.jpg,71806,16762.5,0.7552522014394568,0.9666397554927628,51.30987644325274,1080,1
Cracked\damaged_275.jpg,77769,273.5,0.016937867056811547,0.23012200252419016,42.737228685115184,1388,1
Cracked\damaged_276.jpg,67427,866.0,0.004826249075568432,0.07076897932499795,46.17030032227806,771,1
Cracked\damaged_277.jpg,65058,632.0,0.6123713484788074,0.9362962962962963,48.65248206580433,853,1
Cracked\damaged_278.jpg,49096,38742.0,0.7357758215927105,0.9404881838154078,56.398897754655664,1030,1
Cracked\damaged_279.jpg,46186,278.0,0.0022629937900042365,0.013034203061631151,42.95663028269752,401,1
Cracked\damaged_28.jpg,3113,328.5,0.0006105226512470265,0.003219546617270883,27.14909728518072,58,1
Cracked\damaged_280.jpg,95385,1396.5,0.0981699652803099,0.6160123511248345,54.83975696787574,1260,1
Cracked\damaged_281.jpg,110053,914.5,0.49473362664198495,0.8755385351842987,44.76759401540237,2159,1
Cracked\damaged_282.jpg,81600,1737.5,0.0030855069876741578,0.14432861236865058,24.940498651564738,1823,1
Cracked\damaged_283.jpg,119831,1013.5,0.03732509811094836,0.36515943073320123,48.48403420959349,2093,1
Cracked\damaged_284.jpg,59499,524.0,0.028472705748718238,0.2107379851196461,63.30660179142733,1003,1
Cracked\damaged_285.jpg,53209,623.5,0.3852523663695688,0.855281207133059,49.115721064803246,1151,1
Cracked\damaged_286.jpg,93093,3312.5,0.2966242273946248,0.9323107233323952,44.933671512475215,1448,1
Cracked\damaged_287.jpg,120608,6233.0,0.3406602087453839,0.8432088744588745,54.78109438097966,1602,1
Cracked\damaged_288.jpg,21933,327.0,0.001676405008141829,0.00924826064822671,43.75604060982311,217,1
Cracked\damaged_289.jpg,98077,670.5,0.06621540574113476,0.47318278052223006,51.0284024537712,1408,1
Cracked\damaged_29.jpg,4904,280.5,0.0007209661702388541,0.0017740981667652277,55.80616007515059,51,1
Cracked\damaged_290.jpg,57380,7179.0,0.8407809075638721,0.9831552999178307,22.50277313465453,1364,1
Cracked\damaged_291.jpg,49458,376.0,0.20992975429248936,0.6335299073294018,50.417156495539245,579,1
Cracked\damaged_292.jpg,27337,319.5,0.008478678490949446,0.12267229794586293,55.60571690570937,381,1
Cracked\damaged_293.jpg,45927,564.5,0.3194700870546827,0.8110632183908046,43.3476055586829,1055,1
Cracked\damaged_294.jpg,34868,6465.0,0.4239998940081555,0.9083245521601686,23.189827968212814,792,1
Cracked\damaged_295.jpg,41906,490.5,0.008231059299511699,0.11696673423154882,52.26069864697739,802,1
Cracked\damaged_296.jpg,58590,290.5,0.0008889195436190412,0.00421695928928631,33.40958210824823,1423,1
Cracked\damaged_297.jpg,60094,82295.5,0.40254202163955083,0.9391997534893807,45.71384040553813,1117,1
Cracked\damaged_298.jpg,110578,5063.5,0.3152061469304551,0.9445947206417312,44.27400358725974,1653,1
Cracked\damaged_299.jpg,63114,306.5,0.013733858332895562,0.17454441913439636,57.28535734502172,1225,1
Cracked\damaged_3.jpg,3555,2145.5,0.6461626527983101,0.9451541850220264,25.78093899788834,39,1
Cracked\damaged_30.jpg,2669,379.5,0.0005056478013015133,0.001421460114840493,39.5512154474931,25,1
Cracked\damaged_300.jpg,15949,286.0,0.39209202524356856,0.7295918367346939,61.04418497981285,211,1
Cracked\damaged_301.jpg,65317,558.0,0.007523647585117862,0.15085158150851583,28.89474345215424,1399,1
Cracked\damaged_302.jpg,103842,1015.0,0.014648859766135596,0.175377969762419,47.32475212383136,1587,1
Cracked\damaged_303.jpg,88229,35744.5,0.8754913437362358,0.9944773669421028,60.878949921604516,1250,1
Cracked\damaged_304.jpg,8060,604.5,0.7138899431844251,0.915215745647237,40.60889548565402,120,1
Cracked\damaged_305.jpg,123534,25513.0,0.26481283911040765,0.7769470879330034,53.68647523781582,1646,1
Cracked\damaged_306.jpg,34408,45368.5,0.7554694939635466,0.9703039117137541,50.21821910094459,680,1
Cracked\damaged_307.jpg,84383,750.5,0.008002274687361336,0.1926829268292683,52.632930110535256,1211,1
Cracked\damaged_308.jpg,119238,82465.5,0.5818471345104678,0.9095375961618,59.39263692435853,1843,1
Cracked\damaged_309.jpg,33515,245.5,0.001457262083883078,0.014482921361571588,42.28566858405155,289,1
Cracked\damaged_31.jpg,82527,9093.0,0.11827266089193351,0.7421342583146296,49.405992129143335,1799,1
Cracked\damaged_310.jpg,37842,500.0,0.011120793986295705,0.05404821100421576,40.55391127108592,304,1
Cracked\damaged_311.jpg,56860,588.5,0.016655755121179453,0.1703328509406657,53.76791631737297,835,1
Cracked\damaged_312.jpg,94005,504.5,0.006705355588771443,0.20155813024370756,47.10877167894223,1260,1
Cracked\damaged_313.jpg,67290,1515.5,0.5041914083539624,0.9486697965571205,53.08578153805482,889,1
Cracked\damaged_314.jpg,32713,1412.0,0.021466563134089192,0.18480465938093057,51.72490229024071,550,1
Cracked\damaged_315.jpg,74967,1315.0,0.07631629270962742,0.5355324781103645,52.36352625099631,1009,1
Cracked\damaged_316.jpg,120336,771.0,0.009204393673610575,0.19638308711156394,49.45809680303259,1690,1
Cracked\damaged_317.jpg,72966,1143.0,0.006021860312275129,0.19438775510204082,46.98886307779571,1002,1
Cracked\damaged_318.jpg,39672,299.5,0.02836933892721794,0.26669634906500445,31.78485206117779,995,1
Cracked\damaged_319.jpg,37519,389.0,0.09354786722451022,0.5529495380241649,42.88839726815527,800,1
Cracked\damaged_32.jpg,3178,472.0,0.00034651232951709616,0.001948834827990553,35.8918178446087,26,1
Cracked\damaged_320.jpg,6137,65605.0,0.7708215733806066,0.9941507175220864,37.93643953546166,84,1
Cracked\damaged_321.jpg,15229,222.5,0.0025651288303507286,0.07713641879008494,49.96177012346748,104,1
Cracked\damaged_322.jpg,17645,126.0,0.002795835483203582,0.007899438889063038,44.639215697185975,198,1
Cracked\damaged_323.jpg,72617,858.5,0.011625896938052936,0.28535815190294167,39.96960689351035,978,1
Cracked\damaged_324.jpg,4190,141.5,0.7595368279136936,0.9401993355481728,33.239815125313015,77,1
Cracked\damaged_325.jpg,14503,474.0,0.43367354386125845,0.8540540540540541,28.927761684835147,296,1
Cracked\damaged_326.jpg,64664,1295.5,0.0017364989180840829,0.11286809548701865,45.360301154239714,877,1
Cracked\damaged_327.jpg,26113,163.5,0.004009496863162613,0.04699626329405002,56.552849611597814,227,1
Cracked\damaged_328.jpg,13624,2514.0,0.29356096707239543,0.8318994043679683,55.381412264680144,98,1
Cracked\damaged_329.jpg,42341,2226.0,0.035765586128745856,0.4632192279679534,49.59082843263034,578,1
Cracked\damaged_33.jpg,3464,422.0,0.000400407885441348,0.001230152136587698,62.30092616295702,5,1
Cracked\damaged_330.jpg,60247,598.5,0.0069770655475593,0.163101239950947,65.52459720398784,1035,1
Cracked\damaged_331.jpg,49744,554.5,0.0027998647764608713,0.11136774452701345,48.93029497293747,888,1
Cracked\damaged_332.jpg,70492,619.0,0.004214818122751071,0.1376932488043599,31.28752910203401,1552,1
Cracked\damaged_333.jpg,45795,1518.0,0.473800494511898,0.8789808917197452,33.94050035899098,625,1
Cracked\damaged_334.jpg,80350,821.5,0.0028060936987871457,0.11971728359078986,56.64894415431286,1268,1
Cracked\damaged_335.jpg,40660,809.5,0.052352982026644596,0.27454637951500765,45.621334331231814,555,1
